"","pan.samplesID","cancer.type","Subtype_mRNA","Subtype_DNAmeth","Subtype_protein","Subtype_miRNA","Subtype_CNA","Subtype_Integrative","Subtype_other","Subtype_Selected"
"1491","TCGA-LL-A5YN-01A-11R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1492","TCGA-OL-A5D6-01A-21R-A27Q-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1493","TCGA-OK-A5Q2-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1494","TCGA-OL-A5D7-01A-11R-A27Q-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1495","TCGA-OL-A5D8-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1496","TCGA-OL-A5DA-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1497","TCGA-OL-A5RU-01A-11R-A28M-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1498","TCGA-PE-A5DC-01A-12R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1499","TCGA-OL-A5RW-01A-11R-A28M-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1500","TCGA-PE-A5DD-01A-12R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1501","TCGA-PE-A5DE-01A-11R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1502","TCGA-BH-A5IZ-01A-11R-A27Q-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1503","TCGA-HN-A2OB-01A-21R-A27Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1504","TCGA-A7-A5ZW-01A-12R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1505","TCGA-A7-A5ZX-01A-12R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1506","TCGA-AC-A5XS-01A-11R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1507","TCGA-AC-A62X-01A-11R-A29R-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1508","TCGA-AC-A62Y-01A-11R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1509","TCGA-E2-A56Z-01A-12R-A29R-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1510","TCGA-E2-A574-01A-11R-A29R-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1511","TCGA-E2-A570-01A-11R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1512","TCGA-E2-A573-01A-11R-A29R-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1513","TCGA-LL-A5YL-01A-12R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1514","TCGA-OL-A66J-01A-11R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1515","TCGA-OL-A66I-01A-21R-A29R-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1516","TCGA-OL-A66K-01A-11R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1517","TCGA-OL-A66H-01A-11R-A29R-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1518","TCGA-E9-A1NC-01A-21R-A26B-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1519","TCGA-AC-A62V-01A-11R-A31O-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1520","TCGA-E2-A576-01A-11R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1521","TCGA-E2-A572-01A-13R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1522","TCGA-E9-A6HE-01A-11R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1523","TCGA-LD-A66U-01A-11R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1524","TCGA-LL-A6FQ-01A-11R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1525","TCGA-LL-A6FP-01A-11R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1526","TCGA-LL-A6FR-01A-12R-A31O-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1527","TCGA-OL-A66O-01A-11R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1528","TCGA-OL-A66L-01A-12R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1529","TCGA-OL-A66N-01A-12R-A31O-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1530","TCGA-OL-A66P-01A-11R-A31O-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1531","TCGA-A8-A09E-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1532","TCGA-AN-A0AR-01A-11R-A00Z-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1533","TCGA-EW-A1IZ-01A-11R-A13Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1534","TCGA-A8-A07Z-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1535","TCGA-E2-A15K-11A-13R-A12P-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1536","TCGA-E9-A1RG-01A-11R-A14D-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1537","TCGA-BH-A0DZ-11A-22R-A089-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1538","TCGA-EW-A6SA-01A-21R-A32P-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1539","TCGA-EW-A6SB-01A-12R-A32P-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1540","TCGA-EW-A6SC-01A-12R-A32P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1541","TCGA-LL-A73Z-01A-11R-A32P-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1542","TCGA-LL-A740-01A-21R-A32P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1543","TCGA-AC-A6IX-06A-11R-A32P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1544","TCGA-AC-A6IX-01A-12R-A32P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1545","TCGA-BH-A6R9-01A-21R-A32P-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1546","TCGA-D8-A73X-01A-11R-A32P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1547","TCGA-S3-A6ZF-01A-32R-A32P-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1548","TCGA-S3-A6ZG-01A-22R-A32P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1549","TCGA-S3-A6ZH-01A-22R-A32P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1550","TCGA-A8-A08A-01A-11R-A32Y-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1551","TCGA-AO-A0JB-01A-11R-A32Y-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1552","TCGA-A7-A6VV-01A-22R-A33J-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1553","TCGA-A7-A6VW-01A-21R-A33J-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1554","TCGA-BH-A6R8-01A-21R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1555","TCGA-AC-A6NO-01A-12R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1556","TCGA-EW-A6S9-01A-22R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1557","TCGA-D8-A73U-01A-11R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1558","TCGA-EW-A6SD-01A-12R-A33J-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1559","TCGA-A7-A6VX-01A-12R-A33J-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1560","TCGA-A7-A6VY-01A-12R-A33J-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1561","TCGA-LD-A74U-01A-13R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1562","TCGA-OL-A6VR-01A-32R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1563","TCGA-AC-A6IV-01A-12R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1564","TCGA-AC-A6IW-01A-12R-A33J-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1565","TCGA-LL-A73Y-01A-11R-A33J-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1566","TCGA-OL-A6VO-01A-12R-A33J-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1567","TCGA-V7-A7HQ-01A-11R-A33J-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1568","TCGA-A2-A4S1-01A-21R-A266-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1569","TCGA-E2-A1BC-11A-32R-A12P-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1570","TCGA-BH-A8G0-01A-11R-A352-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1571","TCGA-D8-A73W-01A-22R-A352-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1572","TCGA-LD-A7W5-01A-22R-A352-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1573","TCGA-LL-A7SZ-01A-32R-A352-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1574","TCGA-LD-A7W6-01A-81R-A352-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1575","TCGA-LL-A7T0-01A-31R-A352-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1576","TCGA-AC-A7VC-01A-11R-A352-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1577","TCGA-AC-A7VB-01A-11R-A352-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1578","TCGA-AQ-A7U7-01A-22R-A352-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1579","TCGA-BH-A8FZ-01A-11R-A352-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1580","TCGA-BH-A8FY-01A-11R-A36F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1581","TCGA-XX-A89A-01A-11R-A36F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1582","TCGA-C8-A8HP-01A-11R-A36F-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1583","TCGA-C8-A8HQ-01A-11R-A36F-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1584","TCGA-C8-A8HR-01A-11R-A36F-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1585","TCGA-LL-A8F5-01A-11R-A36F-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1586","TCGA-AC-A8OP-01A-11R-A36F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1587","TCGA-XX-A899-01A-11R-A36F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1588","TCGA-W8-A86G-01A-21R-A36F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1589","TCGA-PL-A8LZ-01A-31R-A36F-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1590","TCGA-3C-AAAU-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1591","TCGA-AC-A4ZE-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1592","TCGA-S3-AA10-01A-21R-A41B-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1593","TCGA-LD-A9QF-01A-32R-A41B-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1594","TCGA-WT-AB41-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1595","TCGA-3C-AALI-01A-11R-A41B-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1596","TCGA-S3-AA11-01A-31R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1597","TCGA-LL-A9Q3-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1598","TCGA-WT-AB44-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1599","TCGA-AC-A8OQ-01A-11R-A41B-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1600","TCGA-3C-AALJ-01A-31R-A41B-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1601","TCGA-AC-A8OR-01A-21R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1602","TCGA-S3-AA12-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1603","TCGA-OL-A6VQ-01A-12R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1604","TCGA-Z7-A8R5-01A-42R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1605","TCGA-S3-AA14-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1606","TCGA-OL-A97C-01A-32R-A41B-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1607","TCGA-AC-A8OS-01A-12R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1608","TCGA-3C-AALK-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1609","TCGA-4H-AAAK-01A-12R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1610","TCGA-BH-AB28-01A-31R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1611","TCGA-S3-AA15-01A-11R-A41B-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1612","TCGA-PL-A8LV-01A-21R-A41B-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1613","TCGA-S3-AA17-01A-11R-A41B-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1614","TCGA-PL-A8LX-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1615","TCGA-5L-AAT0-01A-12R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1616","TCGA-Z7-A8R6-01A-11R-A41B-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1617","TCGA-PL-A8LY-01A-11R-A41B-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1618","TCGA-5T-A9QA-01A-11R-A41B-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1619","TCGA-5L-AAT1-01A-12R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1620","TCGA-E2-A9RU-01A-11R-A41B-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"1621","TCGA-UL-AAZ6-01A-11R-A41B-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"1622","TCGA-S3-AA0Z-01A-11R-A41B-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"1623","TCGA-UU-A93S-01A-21R-A41B-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"1624","TCGA-BH-A0H9-11A-22R-A466-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"1625","TCGA-E9-A54Y-01A-11R-A466-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
